data_ora_proiezione,titolo_film,genere,regista,anno,durata_minuti,eta_minima,prezzo_biglietto
"2022-08-14 16:00:00","Raging Bull",BIOGRAPHY,"Martin Scorsese",1980,129,12,6.5
"2022-08-15 10:30:00","Kramer vs. Kramer",DRAMA,"Robert Benton",1979,105,12,6.5
"2022-08-15 13:00:00","Batman: Mask of the Phantasm",ANIMATION,"Kevin Altieri",1993,76,6,8.5
"2022-08-16 10:30:00","My Cousin Vinny",COMEDY,"Jonathan Lynn",1992,120,12,7.0
"2022-08-16 13:30:00","Sense and Sensibility",DRAMA,"Ang Lee",1995,136,0,7.5
"2022-08-16 16:30:00","Raiders of the Lost Ark",ACTION,"Steven Spielberg",1981,115,12,8.0
"2022-08-17 10:30:00","Night on Earth",COMEDY,"Jim Jarmusch",1991,129,16,8.0
"2022-08-18 10:00:00","To Have and Have Not",ADVENTURE,"Howard Hawks",1944,100,6,7.5
"2022-08-18 12:30:00","Road to Perdition",CRIME,"Sam Mendes",2002,117,12,6.5
"2022-08-18 15:30:00","Sense and Sensibility",DRAMA,"Ang Lee",1995,136,0,6.5
"2022-08-19 10:30:00","My Cousin Vinny",COMEDY,"Jonathan Lynn",1992,120,12,7.0
"2022-08-19 13:30:00","My Cousin Vinny",COMEDY,"Jonathan Lynn",1992,120,12,7.0
"2022-08-20 10:30:00","Tôkyô monogatari",DRAMA,"Yasujirô Ozu",1953,136,0,8.5
"2022-08-20 13:30:00","The Innocents",HORROR,"Jack Clayton",1961,100,12,7.5
"2022-08-20 16:00:00","Dilwale Dulhania Le Jayenge",DRAMA,"Aditya Chopra",1995,189,0,7.5
"2022-08-21 10:30:00","Road to Perdition",CRIME,"Sam Mendes",2002,117,12,6.5
"2022-08-21 13:00:00","Donnie Brasco",BIOGRAPHY,"Mike Newell",1997,127,12,7.0
"2022-08-21 16:00:00","The Innocents",HORROR,"Jack Clayton",1961,100,12,8.5
"2022-08-22 10:00:00","Mimi wo sumaseba",ANIMATION,"Yoshifumi Kondô",1995,111,0,8.5
"2022-08-22 12:30:00","Love and Death",COMEDY,"Woody Allen",1975,85,6,7.0
"2022-08-23 10:00:00","Gilda",DRAMA,"Charles Vidor",1946,110,12,7.0
"2022-08-23 12:30:00","Notorious",DRAMA,"Alfred Hitchcock",1946,102,0,7.0
"2022-08-24 10:30:00","12 Angry Men",CRIME,"Sidney Lumet",1957,96,0,7.0
"2022-08-25 10:00:00","Lifeboat",DRAMA,"Alfred Hitchcock",1944,97,12,8.5
"2022-08-25 12:30:00","Night on Earth",COMEDY,"Jim Jarmusch",1991,129,16,7.5
"2022-08-25 15:30:00","A Hard Day's Night",COMEDY,"Richard Lester",1964,87,0,6.5
"2022-08-26 10:30:00","A Streetcar Named Desire",DRAMA,"Elia Kazan",1951,122,12,8.0
"2022-08-27 10:30:00","Raiders of the Lost Ark",ACTION,"Steven Spielberg",1981,115,12,7.0
"2022-08-27 13:00:00","Raging Bull",BIOGRAPHY,"Martin Scorsese",1980,129,12,8.0
"2022-08-27 16:00:00","Lifeboat",DRAMA,"Alfred Hitchcock",1944,97,12,7.0
"2022-08-27 18:30:00","Ran",ACTION,"Akira Kurosawa",1985,162,0,9.5
"2022-08-28 10:30:00","Memento",MYSTERY,"Christopher Nolan",2000,113,12,8.0
"2022-08-28 13:30:00","Raging Bull",BIOGRAPHY,"Martin Scorsese",1980,129,12,8.5
"2022-08-28 16:30:00","Lifeboat",DRAMA,"Alfred Hitchcock",1944,97,12,7.0
"2022-08-29 10:30:00","Dilwale Dulhania Le Jayenge",DRAMA,"Aditya Chopra",1995,189,0,7.0
"2022-08-29 14:30:00","Love and Death",COMEDY,"Woody Allen",1975,85,6,7.0
"2022-08-30 10:00:00","Lifeboat",DRAMA,"Alfred Hitchcock",1944,97,12,8.5
"2022-08-30 12:30:00","Road to Perdition",CRIME,"Sam Mendes",2002,117,12,7.5
"2022-08-30 15:00:00","Kramer vs. Kramer",DRAMA,"Robert Benton",1979,105,12,7.0
"2022-08-31 10:30:00","Kramer vs. Kramer",DRAMA,"Robert Benton",1979,105,12,8.5
"2022-09-01 10:30:00","Dilwale Dulhania Le Jayenge",DRAMA,"Aditya Chopra",1995,189,0,6.5
"2022-09-01 14:30:00","Gilda",DRAMA,"Charles Vidor",1946,110,12,6.5
"2022-09-02 10:30:00","Road to Perdition",CRIME,"Sam Mendes",2002,117,12,8.0
"2022-09-02 13:30:00","Evil Dead II",ACTION,"Sam Raimi",1987,84,12,7.0
"2022-09-02 15:30:00","Zerkalo",BIOGRAPHY,"Andrei Tarkovsky",1975,107,0,6.5
"2022-09-03 10:30:00","Raiders of the Lost Ark",ACTION,"Steven Spielberg",1981,115,12,7.0
"2022-09-03 13:30:00","Love and Death",COMEDY,"Woody Allen",1975,85,6,8.5
"2022-09-03 16:00:00","Ran",ACTION,"Akira Kurosawa",1985,162,0,7.0
"2022-09-03 19:30:00","My Cousin Vinny",COMEDY,"Jonathan Lynn",1992,120,12,10.0
"2022-09-04 10:00:00","A Streetcar Named Desire",DRAMA,"Elia Kazan",1951,122,12,7.5
"2022-09-04 13:00:00","Ferris Bueller's Day Off",COMEDY,"John Hughes",1986,103,0,7.0
"2022-09-04 15:30:00","Raiders of the Lost Ark",ACTION,"Steven Spielberg",1981,115,12,8.5
"2022-09-04 18:30:00","Hable con ella",DRAMA,"Pedro Almodóvar",2002,112,16,10.0
"2022-09-05 10:00:00","Kramer vs. Kramer",DRAMA,"Robert Benton",1979,105,12,7.5
"2022-09-05 12:30:00","The Innocents",HORROR,"Jack Clayton",1961,100,12,7.5
"2022-09-06 10:30:00","Kramer vs. Kramer",DRAMA,"Robert Benton",1979,105,12,7.5
"2022-09-06 13:00:00","Hable con ella",DRAMA,"Pedro Almodóvar",2002,112,16,7.5
"2022-09-07 10:00:00","I Am Sam",DRAMA,"Jessie Nelson",2001,132,12,7.5
"2022-09-07 13:00:00","Gilda",DRAMA,"Charles Vidor",1946,110,12,7.0
"2022-09-07 16:00:00","I Am Sam",DRAMA,"Jessie Nelson",2001,132,12,8.0
"2022-09-08 10:00:00","Tonari no Totoro",ANIMATION,"Hayao Miyazaki",1988,86,0,8.5
"2022-09-09 10:30:00","I Am Sam",DRAMA,"Jessie Nelson",2001,132,12,7.5
"2022-09-09 13:30:00","Raging Bull",BIOGRAPHY,"Martin Scorsese",1980,129,12,7.0
"2022-09-10 10:00:00","Raiders of the Lost Ark",ACTION,"Steven Spielberg",1981,115,12,7.0
"2022-09-10 13:00:00","Tonari no Totoro",ANIMATION,"Hayao Miyazaki",1988,86,0,6.5
"2022-09-10 15:30:00","My Cousin Vinny",COMEDY,"Jonathan Lynn",1992,120,12,8.5
"2022-09-11 10:00:00","To Have and Have Not",ADVENTURE,"Howard Hawks",1944,100,6,8.5
"2022-09-11 12:30:00","Judgment at Nuremberg",DRAMA,"Stanley Kramer",1961,179,12,6.5
"2022-09-11 16:30:00","All About Eve",DRAMA,"Joseph L. Mankiewicz",1950,138,12,8.5
"2022-09-11 19:30:00","Scarface: The Shame of the Nation",ACTION,"Howard Hawks",1932,93,6,10.0
"2022-09-12 10:30:00","Raiders of the Lost Ark",ACTION,"Steven Spielberg",1981,115,12,8.5
"2022-09-13 10:00:00","Ran",ACTION,"Akira Kurosawa",1985,162,0,7.5
"2022-09-13 13:30:00","His Girl Friday",COMEDY,"Howard Hawks",1940,92,12,8.0
"2022-09-14 10:30:00","All About Eve",DRAMA,"Joseph L. Mankiewicz",1950,138,12,7.0
"2022-09-15 10:00:00","Tonari no Totoro",ANIMATION,"Hayao Miyazaki",1988,86,0,8.0
"2022-09-15 12:30:00","A Streetcar Named Desire",DRAMA,"Elia Kazan",1951,122,12,8.5
"2022-09-16 10:00:00","Lifeboat",DRAMA,"Alfred Hitchcock",1944,97,12,8.0
"2022-09-17 10:00:00","Zerkalo",BIOGRAPHY,"Andrei Tarkovsky",1975,107,0,8.0
"2022-09-17 12:30:00","The Great Escape",ADVENTURE,"John Sturges",1963,172,0,7.5
"2022-09-17 16:30:00","Doctor Zhivago",DRAMA,"David Lean",1965,197,12,8.0
"2022-09-18 10:30:00","The Innocents",HORROR,"Jack Clayton",1961,100,12,6.5
"2022-09-18 13:00:00","The Innocents",HORROR,"Jack Clayton",1961,100,12,8.0
"2022-09-18 15:30:00","The Great Escape",ADVENTURE,"John Sturges",1963,172,0,7.0
"2022-09-18 19:00:00","Judgment at Nuremberg",DRAMA,"Stanley Kramer",1961,179,12,9.5
"2022-09-19 10:30:00","Some Like It Hot",COMEDY,"Billy Wilder",1959,121,0,8.0
"2022-09-19 13:30:00","Doctor Zhivago",DRAMA,"David Lean",1965,197,12,8.5
"2022-09-20 10:00:00","Doctor Zhivago",DRAMA,"David Lean",1965,197,12,7.0
"2022-09-21 10:30:00","Doctor Zhivago",DRAMA,"David Lean",1965,197,12,8.0
"2022-09-22 10:30:00","Lifeboat",DRAMA,"Alfred Hitchcock",1944,97,12,6.5
"2022-09-23 10:00:00","Vivre sa vie: Film en douze tableaux",DRAMA,"Jean-Luc Godard",1962,80,12,6.5
"2022-09-23 12:30:00","Vivre sa vie: Film en douze tableaux",DRAMA,"Jean-Luc Godard",1962,80,12,6.5
"2022-09-24 10:30:00","Tonari no Totoro",ANIMATION,"Hayao Miyazaki",1988,86,0,6.5
"2022-09-24 13:00:00","The Great Escape",ADVENTURE,"John Sturges",1963,172,0,8.0
"2022-09-24 17:00:00","Per qualche dollaro in più",WESTERN,"Sergio Leone",1965,132,0,7.5
"2022-09-24 20:00:00","A Streetcar Named Desire",DRAMA,"Elia Kazan",1951,122,12,9.5
"2022-09-25 10:30:00","Hable con ella",DRAMA,"Pedro Almodóvar",2002,112,16,7.0
"2022-09-25 13:30:00","His Girl Friday",COMEDY,"Howard Hawks",1940,92,12,7.0
"2022-09-25 16:00:00","Doctor Zhivago",DRAMA,"David Lean",1965,197,12,6.5
"2022-09-26 10:30:00","The Deer Hunter",DRAMA,"Michael Cimino",1978,183,12,7.5
"2022-09-27 10:00:00","Do lok tin si",COMEDY,"Kar-Wai Wong",1995,99,12,8.5
"2022-09-27 12:30:00","The Deer Hunter",DRAMA,"Michael Cimino",1978,183,12,8.0
"2022-09-28 10:00:00","Fargo",CRIME,"Joel Coen",1996,98,12,7.5
"2022-09-28 12:30:00","The Great Escape",ADVENTURE,"John Sturges",1963,172,0,7.0
"2022-09-29 10:30:00","12 Angry Men",CRIME,"Sidney Lumet",1957,96,0,8.0
"2022-09-29 13:00:00","La Grande Illusion",DRAMA,"Jean Renoir",1937,113,12,7.0
"2022-09-29 15:30:00","The Hustler",DRAMA,"Robert Rossen",1961,134,12,8.5
"2022-09-30 10:00:00","Do lok tin si",COMEDY,"Kar-Wai Wong",1995,99,12,6.5
"2022-10-01 10:30:00","Lifeboat",DRAMA,"Alfred Hitchcock",1944,97,12,6.5
"2022-10-01 13:00:00","The Fugitive",ACTION,"Andrew Davis",1993,130,0,7.5
"2022-10-01 16:00:00","Some Like It Hot",COMEDY,"Billy Wilder",1959,121,0,7.0
"2022-10-02 10:00:00","Per qualche dollaro in più",WESTERN,"Sergio Leone",1965,132,0,7.0
"2022-10-02 13:00:00","His Girl Friday",COMEDY,"Howard Hawks",1940,92,12,8.0
"2022-10-02 15:30:00","Some Like It Hot",COMEDY,"Billy Wilder",1959,121,0,8.0
"2022-10-02 18:30:00","12 Angry Men",CRIME,"Sidney Lumet",1957,96,0,10.0
"2022-10-03 10:00:00","Love and Death",COMEDY,"Woody Allen",1975,85,6,8.5
"2022-10-03 12:00:00","I Am Sam",DRAMA,"Jessie Nelson",2001,132,12,7.0
"2022-10-04 10:00:00","La Grande Illusion",DRAMA,"Jean Renoir",1937,113,12,7.0
"2022-10-04 13:00:00","Tonari no Totoro",ANIMATION,"Hayao Miyazaki",1988,86,0,6.5
"2022-10-04 15:30:00","What's Eating Gilbert Grape",DRAMA,"Lasse Hallström",1993,118,0,6.5
"2022-10-05 10:00:00","The Great Escape",ADVENTURE,"John Sturges",1963,172,0,8.5
"2022-10-05 13:30:00","Hable con ella",DRAMA,"Pedro Almodóvar",2002,112,16,7.5
"2022-10-06 10:30:00","The Hustler",DRAMA,"Robert Rossen",1961,134,12,7.0
"2022-10-06 13:30:00","Raiders of the Lost Ark",ACTION,"Steven Spielberg",1981,115,12,7.0
"2022-10-06 16:00:00","Kind Hearts and Coronets",COMEDY,"Robert Hamer",1949,106,0,8.5
"2022-10-07 10:00:00","The Fugitive",ACTION,"Andrew Davis",1993,130,0,7.0
"2022-10-07 13:00:00","Miller's Crossing",CRIME,"Joel Coen",1990,115,16,7.5
"2022-10-08 10:00:00","Kind Hearts and Coronets",COMEDY,"Robert Hamer",1949,106,0,8.5
"2022-10-08 12:30:00","I Am Sam",DRAMA,"Jessie Nelson",2001,132,12,8.5
"2022-10-08 15:30:00","12 Angry Men",CRIME,"Sidney Lumet",1957,96,0,6.5
"2022-10-08 18:00:00","Zerkalo",BIOGRAPHY,"Andrei Tarkovsky",1975,107,0,9.0
"2022-10-09 10:30:00","Judgment at Nuremberg",DRAMA,"Stanley Kramer",1961,179,12,8.0
"2022-10-09 14:30:00","Do lok tin si",COMEDY,"Kar-Wai Wong",1995,99,12,7.0
"2022-10-09 17:00:00","The Straight Story",BIOGRAPHY,"David Lynch",1999,112,0,8.5
"2022-10-10 10:30:00","Doctor Zhivago",DRAMA,"David Lean",1965,197,12,7.5
"2022-10-11 10:30:00","His Girl Friday",COMEDY,"Howard Hawks",1940,92,12,7.0
"2022-10-11 13:00:00","Gladiator",ACTION,"Ridley Scott",2000,155,12,8.0
"2022-10-12 10:30:00","Der Himmel über Berlin",DRAMA,"Wim Wenders",1987,128,0,8.5
"2022-10-13 10:00:00","The Hustler",DRAMA,"Robert Rossen",1961,134,12,8.0
"2022-10-13 13:00:00","Dark City",MYSTERY,"Alex Proyas",1998,100,12,7.5
"2022-10-14 10:00:00","The Hustler",DRAMA,"Robert Rossen",1961,134,12,7.5
"2022-10-14 13:00:00","Fargo",CRIME,"Joel Coen",1996,98,12,8.5
"2022-10-15 10:00:00","Miller's Crossing",CRIME,"Joel Coen",1990,115,16,6.5
"2022-10-15 13:00:00","The Hustler",DRAMA,"Robert Rossen",1961,134,12,8.0
"2022-10-15 16:00:00","O Brother, Where Art Thou?",ADVENTURE,"Joel Coen",2000,107,0,8.5
"2022-10-15 18:30:00","The Hustler",DRAMA,"Robert Rossen",1961,134,12,9.0
"2022-10-16 10:00:00","Fargo",CRIME,"Joel Coen",1996,98,12,7.0
"2022-10-16 12:30:00","O Brother, Where Art Thou?",ADVENTURE,"Joel Coen",2000,107,0,8.0
"2022-10-16 15:00:00","Kind Hearts and Coronets",COMEDY,"Robert Hamer",1949,106,0,8.0
"2022-10-17 10:30:00","Sense and Sensibility",DRAMA,"Ang Lee",1995,136,0,7.5
"2022-10-18 10:00:00","Gladiator",ACTION,"Ridley Scott",2000,155,12,8.0
"2022-10-18 13:30:00","La Grande Illusion",DRAMA,"Jean Renoir",1937,113,12,8.0
"2022-10-18 16:30:00","The Fugitive",ACTION,"Andrew Davis",1993,130,0,8.5
"2022-10-19 10:30:00","Dark City",MYSTERY,"Alex Proyas",1998,100,12,6.5
"2022-10-20 10:30:00","Le salaire de la peur",ADVENTURE,"Henri-Georges Clouzot",1953,131,0,8.5
"2022-10-20 13:30:00","Jungfrukällan",DRAMA,"Ingmar Bergman",1960,89,12,8.0
"2022-10-20 16:00:00","Do lok tin si",COMEDY,"Kar-Wai Wong",1995,99,12,8.5
"2022-10-21 10:30:00","Le salaire de la peur",ADVENTURE,"Henri-Georges Clouzot",1953,131,0,7.5
"2022-10-22 10:30:00","Midnight Cowboy",DRAMA,"John Schlesinger",1969,113,12,7.5
"2022-10-22 13:00:00","Judgment at Nuremberg",DRAMA,"Stanley Kramer",1961,179,12,7.5
"2022-10-22 17:00:00","Gladiator",ACTION,"Ridley Scott",2000,155,12,8.0
"2022-10-23 10:30:00","Dark City",MYSTERY,"Alex Proyas",1998,100,12,7.5
"2022-10-23 13:00:00","O Brother, Where Art Thou?",ADVENTURE,"Joel Coen",2000,107,0,8.5
"2022-10-23 15:30:00","City Lights",COMEDY,"Charles Chaplin",1931,87,0,8.0
"2022-10-23 18:00:00","Kind Hearts and Coronets",COMEDY,"Robert Hamer",1949,106,0,9.5
"2022-10-24 10:00:00","Kôkaku Kidôtai",ANIMATION,"Mamoru Oshii",1995,83,12,7.0
"2022-10-24 12:00:00","O Brother, Where Art Thou?",ADVENTURE,"Joel Coen",2000,107,0,7.5
"2022-10-25 10:00:00","Miller's Crossing",CRIME,"Joel Coen",1990,115,16,7.5
"2022-10-25 13:00:00","A Streetcar Named Desire",DRAMA,"Elia Kazan",1951,122,12,6.5
"2022-10-26 10:30:00","O Brother, Where Art Thou?",ADVENTURE,"Joel Coen",2000,107,0,7.0
"2022-10-26 13:00:00","The Hustler",DRAMA,"Robert Rossen",1961,134,12,8.0
"2022-10-27 10:00:00","Cast Away",ADVENTURE,"Robert Zemeckis",2000,143,12,7.0
"2022-10-28 10:00:00","His Girl Friday",COMEDY,"Howard Hawks",1940,92,12,6.5
"2022-10-29 10:00:00","City Lights",COMEDY,"Charles Chaplin",1931,87,0,8.5
"2022-10-29 12:30:00","Do lok tin si",COMEDY,"Kar-Wai Wong",1995,99,12,7.0
"2022-10-29 15:00:00","Do lok tin si",COMEDY,"Kar-Wai Wong",1995,99,12,7.0
"2022-10-29 17:30:00","Predator",ACTION,"John McTiernan",1987,107,12,8.5
"2022-10-30 10:30:00","The Deer Hunter",DRAMA,"Michael Cimino",1978,183,12,8.5
"2022-10-30 14:30:00","Midnight Cowboy",DRAMA,"John Schlesinger",1969,113,12,7.0
"2022-10-30 17:00:00","Midnight Express",BIOGRAPHY,"Alan Parker",1978,121,12,7.5
"2022-10-31 10:30:00","Judgment at Nuremberg",DRAMA,"Stanley Kramer",1961,179,12,7.0
"2022-10-31 14:00:00","Jungfrukällan",DRAMA,"Ingmar Bergman",1960,89,12,7.5
"2022-10-31 16:30:00","Do lok tin si",COMEDY,"Kar-Wai Wong",1995,99,12,7.5
"2022-11-01 10:00:00","Falling Down",ACTION,"Joel Schumacher",1993,113,16,8.5
"2022-11-02 10:30:00","O Brother, Where Art Thou?",ADVENTURE,"Joel Coen",2000,107,0,6.5
"2022-11-03 10:30:00","Fargo",CRIME,"Joel Coen",1996,98,12,8.5
"2022-11-03 13:00:00","City Lights",COMEDY,"Charles Chaplin",1931,87,0,8.0
"2022-11-04 10:30:00","Gladiator",ACTION,"Ridley Scott",2000,155,12,7.0
"2022-11-04 14:00:00","Midnight Cowboy",DRAMA,"John Schlesinger",1969,113,12,8.5
"2022-11-05 10:00:00","Gladiator",ACTION,"Ridley Scott",2000,155,12,8.5
"2022-11-05 13:30:00","Le salaire de la peur",ADVENTURE,"Henri-Georges Clouzot",1953,131,0,7.5
"2022-11-05 16:30:00","Kôkaku Kidôtai",ANIMATION,"Mamoru Oshii",1995,83,12,7.5
"2022-11-05 19:00:00","The Magnificent Seven",ACTION,"John Sturges",1960,128,12,8.5
"2022-11-06 10:30:00","Rupan sansei: Kariosutoro no shiro",ANIMATION,"Hayao Miyazaki",1979,100,0,7.0
"2022-11-06 13:00:00","Do lok tin si",COMEDY,"Kar-Wai Wong",1995,99,12,8.5
"2022-11-06 15:30:00","City Lights",COMEDY,"Charles Chaplin",1931,87,0,8.5
"2022-11-06 18:00:00","Kôkaku Kidôtai",ANIMATION,"Mamoru Oshii",1995,83,12,9.0
"2022-11-07 10:00:00","Cast Away",ADVENTURE,"Robert Zemeckis",2000,143,12,8.5
"2022-11-07 13:00:00","Kôkaku Kidôtai",ANIMATION,"Mamoru Oshii",1995,83,12,8.5
"2022-11-08 10:00:00","Enter the Dragon",ACTION,"Robert Clouse",1973,102,12,8.0
"2022-11-08 12:30:00","Midnight Cowboy",DRAMA,"John Schlesinger",1969,113,12,6.5
"2022-11-09 10:30:00","Adaptation.",COMEDY,"Spike Jonze",2002,115,16,6.5
"2022-11-09 13:30:00","The Hustler",DRAMA,"Robert Rossen",1961,134,12,8.5
"2022-11-09 16:30:00","Midnight Cowboy",DRAMA,"John Schlesinger",1969,113,12,7.0
"2022-11-10 10:00:00","A Streetcar Named Desire",DRAMA,"Elia Kazan",1951,122,12,8.5
"2022-11-11 10:00:00","The Magnificent Seven",ACTION,"John Sturges",1960,128,12,8.0
"2022-11-11 13:00:00","A Clockwork Orange",CRIME,"Stanley Kubrick",1971,136,12,7.0
"2022-11-11 16:00:00","Der Himmel über Berlin",DRAMA,"Wim Wenders",1987,128,0,7.5
"2022-11-12 10:00:00","The Great Escape",ADVENTURE,"John Sturges",1963,172,0,8.5
"2022-11-12 13:30:00","The Invisible Man",HORROR,"James Whale",1933,71,12,8.5
"2022-11-12 15:30:00","Midnight Cowboy",DRAMA,"John Schlesinger",1969,113,12,6.5
"2022-11-12 18:00:00","Dances with Wolves",ADVENTURE,"Kevin Costner",1990,181,0,9.0
"2022-11-13 10:00:00","The Invisible Man",HORROR,"James Whale",1933,71,12,8.5
"2022-11-13 12:00:00","Gladiator",ACTION,"Ridley Scott",2000,155,12,7.5
"2022-11-13 15:30:00","Rupan sansei: Kariosutoro no shiro",ANIMATION,"Hayao Miyazaki",1979,100,0,7.0
"2022-11-13 18:00:00","Sense and Sensibility",DRAMA,"Ang Lee",1995,136,0,10.0
"2022-11-14 10:30:00","The Magnificent Seven",ACTION,"John Sturges",1960,128,12,8.0
"2022-11-14 13:30:00","The Magnificent Seven",ACTION,"John Sturges",1960,128,12,7.5
"2022-11-14 16:30:00","Gladiator",ACTION,"Ridley Scott",2000,155,12,7.0
"2022-11-15 10:00:00","Le salaire de la peur",ADVENTURE,"Henri-Georges Clouzot",1953,131,0,7.5
"2022-11-15 13:00:00","Hannah and Her Sisters",COMEDY,"Woody Allen",1986,107,12,7.0
"2022-11-15 15:30:00","The Kid",COMEDY,"Charles Chaplin",1921,68,12,7.5
"2022-11-16 10:30:00","Touch of Evil",CRIME,"Orson Welles",1958,95,12,8.0
"2022-11-16 13:00:00","A Clockwork Orange",CRIME,"Stanley Kubrick",1971,136,12,7.5
"2022-11-16 16:00:00","City Lights",COMEDY,"Charles Chaplin",1931,87,0,8.0
"2022-11-17 10:00:00","The Usual Suspects",CRIME,"Bryan Singer",1995,106,12,8.0
"2022-11-17 12:30:00","Kôkaku Kidôtai",ANIMATION,"Mamoru Oshii",1995,83,12,8.5
"2022-11-17 14:30:00","The Usual Suspects",CRIME,"Bryan Singer",1995,106,12,7.5
"2022-11-18 10:30:00","Sense and Sensibility",DRAMA,"Ang Lee",1995,136,0,8.0
"2022-11-19 10:00:00","Cast Away",ADVENTURE,"Robert Zemeckis",2000,143,12,8.5
"2022-11-19 13:00:00","The Magnificent Seven",ACTION,"John Sturges",1960,128,12,7.5
"2022-11-19 16:00:00","Midnight Express",BIOGRAPHY,"Alan Parker",1978,121,12,7.5
"2022-11-20 10:30:00","From Here to Eternity",DRAMA,"Fred Zinnemann",1953,118,12,8.0
"2022-11-20 13:30:00","The Magnificent Seven",ACTION,"John Sturges",1960,128,12,8.0
"2022-11-20 16:30:00","From Here to Eternity",DRAMA,"Fred Zinnemann",1953,118,12,8.0
"2022-11-20 19:30:00","Dances with Wolves",ADVENTURE,"Kevin Costner",1990,181,0,10.0
"2022-11-21 10:30:00","Days of Heaven",DRAMA,"Terrence Malick",1978,94,6,8.0
"2022-11-21 13:00:00","Midnight Cowboy",DRAMA,"John Schlesinger",1969,113,12,7.5
"2022-11-22 10:30:00","Falling Down",ACTION,"Joel Schumacher",1993,113,16,8.0
"2022-11-22 13:00:00","Hannah and Her Sisters",COMEDY,"Woody Allen",1986,107,12,8.5
"2022-11-23 10:00:00","Saving Private Ryan",DRAMA,"Steven Spielberg",1998,169,16,8.5
"2022-11-24 10:30:00","A Streetcar Named Desire",DRAMA,"Elia Kazan",1951,122,12,8.0
"2022-11-24 13:30:00","Ben-Hur",ADVENTURE,"William Wyler",1959,212,0,7.5
"2022-11-25 10:00:00","Midnight Cowboy",DRAMA,"John Schlesinger",1969,113,12,8.5
"2022-11-25 12:30:00","From Here to Eternity",DRAMA,"Fred Zinnemann",1953,118,12,6.5
"2022-11-25 15:30:00","North by Northwest",ADVENTURE,"Alfred Hitchcock",1959,136,0,7.5
"2022-11-26 10:00:00","Majo no takkyûbin",ANIMATION,"Hayao Miyazaki",1989,103,0,7.5
"2022-11-26 12:30:00","Gladiator",ACTION,"Ridley Scott",2000,155,12,8.5
"2022-11-26 16:00:00","Blowup",DRAMA,"Michelangelo Antonioni",1966,111,12,7.0
"2022-11-26 19:00:00","Days of Heaven",DRAMA,"Terrence Malick",1978,94,6,10.0
"2022-11-27 10:30:00","Days of Heaven",DRAMA,"Terrence Malick",1978,94,6,7.0
"2022-11-27 13:00:00","From Here to Eternity",DRAMA,"Fred Zinnemann",1953,118,12,8.0
"2022-11-27 15:30:00","Dances with Wolves",ADVENTURE,"Kevin Costner",1990,181,0,8.5
"2022-11-28 10:00:00","Ben-Hur",ADVENTURE,"William Wyler",1959,212,0,8.0
"2022-11-28 14:30:00","Rashômon",CRIME,"Akira Kurosawa",1950,88,12,7.0
"2022-11-28 17:00:00","Enter the Dragon",ACTION,"Robert Clouse",1973,102,12,7.0
"2022-11-29 10:30:00","The Kid",COMEDY,"Charles Chaplin",1921,68,12,6.5
"2022-11-30 10:00:00","A Little Princess",DRAMA,"Alfonso Cuarón",1995,97,0,7.0
"2022-11-30 12:30:00","Rashômon",CRIME,"Akira Kurosawa",1950,88,12,8.5
"2022-12-01 10:30:00","The Kid",COMEDY,"Charles Chaplin",1921,68,12,6.5
"2022-12-01 12:30:00","Rashômon",CRIME,"Akira Kurosawa",1950,88,12,7.5
"2022-12-01 15:00:00","Dances with Wolves",ADVENTURE,"Kevin Costner",1990,181,0,8.0
"2022-12-02 10:00:00","Dances with Wolves",ADVENTURE,"Kevin Costner",1990,181,0,7.5
"2022-12-02 14:00:00","From Here to Eternity",DRAMA,"Fred Zinnemann",1953,118,12,7.5
"2022-12-02 17:00:00","Saving Private Ryan",DRAMA,"Steven Spielberg",1998,169,16,6.5
"2022-12-03 10:00:00","La passion de Jeanne d'Arc",BIOGRAPHY,"Carl Theodor Dreyer",1928,110,12,6.5
"2022-12-03 12:30:00","Enter the Dragon",ACTION,"Robert Clouse",1973,102,12,7.5
"2022-12-03 15:00:00","Touch of Evil",CRIME,"Orson Welles",1958,95,12,8.5
"2022-12-04 10:30:00","A Little Princess",DRAMA,"Alfonso Cuarón",1995,97,0,7.5
"2022-12-04 13:00:00","The Magnificent Seven",ACTION,"John Sturges",1960,128,12,8.5
"2022-12-04 16:00:00","Enter the Dragon",ACTION,"Robert Clouse",1973,102,12,7.5
"2022-12-05 10:00:00","From Here to Eternity",DRAMA,"Fred Zinnemann",1953,118,12,7.0
"2022-12-05 13:00:00","Touch of Evil",CRIME,"Orson Welles",1958,95,12,6.5
"2022-12-06 10:00:00","Saving Private Ryan",DRAMA,"Steven Spielberg",1998,169,16,6.5
"2022-12-06 13:30:00","Delicatessen",COMEDY,"Marc Caro",1991,99,16,8.0
"2022-12-07 10:00:00","Boyz n the Hood",CRIME,"John Singleton",1991,112,12,7.0
"2022-12-07 12:30:00","Rupan sansei: Kariosutoro no shiro",ANIMATION,"Hayao Miyazaki",1979,100,0,8.5
"2022-12-07 15:00:00","Adaptation.",COMEDY,"Spike Jonze",2002,115,16,6.5
"2022-12-08 10:30:00","Casablanca",DRAMA,"Michael Curtiz",1942,102,0,8.0
"2022-12-09 10:00:00","Yeopgijeogin geunyeo",COMEDY,"Jae-young Kwak",2001,137,12,7.5
"2022-12-10 10:30:00","Rashômon",CRIME,"Akira Kurosawa",1950,88,12,8.0
